,0,machineAlg
1377,,False
1378,,False
1379,,False
1380,,False
1381,,False
1382,,False
1383,,False
1384,,False
1385,,True
1386,,False
1387,,False
1388,,False
1389,,False
1390,,False
1391,,False
1392,,False
1393,,False
1394,,False
1395,,False
1396,,False
1397,,False
1398,,False
1399,,False
1400,,False
1401,,False
1402,,True
1403,,False
1404,,False
1405,,False
1406,,False
1407,,False
1408,,False
1409,,False
1410,,False
1411,,False
1412,,False
1413,,False
1414,,False
1415,,False
1416,,False
1417,,False
1418,,False
1419,,False
1420,,False
1421,,False
1422,,False
1423,,False
1424,,False
1425,,False
1426,,False
1427,,False
1428,,False
1429,,False
1430,,False
1431,,False
1432,,False
1433,,False
1434,,False
1435,,True
1436,,False
1437,,False
1438,,False
1439,,False
1440,,False
1441,,False
1442,,False
1443,,False
1444,,False
1445,,False
1446,,False
1447,,True
1448,,False
1449,,False
1450,,False
1451,,False
1452,,False
1453,,False
1454,,False
1455,,False
1456,,False
1457,,False
1458,,True
1459,,False
1460,,False
1461,,False
1462,,False
1463,,False
1464,,False
1465,,False
1466,,False
1467,,False
1468,,False
1469,,False
1470,,False
1471,,False
1472,,False
1473,,False
1474,,False
1475,,False
1476,,False
1477,,False
1478,,False
1479,,False
1480,,False
1481,,False
1482,,False
1483,,False
1484,,False
1485,,False
1486,,False
1487,,False
1488,,False
1489,,False
1490,,False
1491,,False
1492,,False
1493,,False
1494,,False
1495,,False
1496,,False
1497,,False
1498,,False
1499,,False
1500,,False
1501,,False
1502,,False
1503,,False
1504,,False
1505,,False
1506,,True
1507,,False
1508,,False
1509,,False
1510,,False
1511,,False
1512,,False
1513,,False
1514,,False
1515,,False
1516,,False
1517,,False
1518,,False
1519,,False
1520,,False
1521,,False
1522,,False
1523,,False
1524,,False
1525,,False
1526,,False
1527,,False
1528,,False
1529,,False
1530,,False
1531,,False
1532,,False
1533,,False
1534,,False
1535,,False
1536,,False
1537,,False
1538,,False
1539,,False
1540,,False
1541,,False
1542,,False
1543,,False
1544,,False
1545,,False
1546,,False
1547,,False
1548,,False
1549,,False
1550,,False
1551,,False
1552,,False
1553,,False
1554,,False
1555,,False
1556,,False
1557,,False
1558,,False
1559,,False
1560,,False
1561,,False
1562,,False
1563,,True
1564,,False
1565,,False
1566,,False
1567,,False
1568,,False
1569,,False
1570,,False
1571,,False
1572,,False
1573,,False
1574,,False
1575,,False
1576,,False
1577,,False
1578,,False
1579,,False
1580,,False
1581,,False
1582,,False
1583,,False
1584,,False
1585,,False
1586,,False
1587,,False
1588,,False
1589,,False
1590,,False
1591,,False
1592,,False
1593,,False
1594,,True
1595,,False
1596,,False
1597,,False
1598,,False
1599,,False
1600,,False
1601,,False
1602,,False
1603,,False
1604,,False
1605,,False
1606,,False
1607,,False
1608,,False
1609,,False
1610,,False
1611,,False
1612,,False
1613,,False
1614,,False
1615,,False
1616,,False
1617,,False
1618,,False
1619,,False
1620,,False
1621,,False
1622,,False
1623,,False
1624,,False
1625,,False
1626,,True
1627,,False
1628,,False
1629,,False
1630,,False
1631,,False
1632,,False
1633,,False
1634,,False
1635,,False
1636,,False
1637,,False
1638,,False
1639,,False
1640,,False
1641,,False
1642,,False
1643,,False
1644,,False
1645,,False
1646,,False
1647,,False
1648,,False
1649,,False
1650,,False
1651,,False
1652,,False
1653,,False
1654,,False
1655,,False
1656,,False
1657,,False
1658,,False
1659,,False
1660,,False
1661,,False
1662,,False
1663,,False
1664,,False
1665,,False
1666,,False
1667,,False
1668,,False
1669,,False
1670,,False
1671,,False
1672,,False
1673,,False
1674,,False
1675,,False
1676,,False
1677,,False
1678,,False
1679,,False
1680,,False
1681,,False
1682,,False
1683,,False
1684,,False
1685,,False
1686,,False
1687,,False
1688,,False
1689,,False
1690,,False
1691,,False
1692,,False
1693,,False
1694,,False
1695,,False
1696,,False
1697,,False
1698,,False
1699,,False
1700,,False
1701,,False
1702,,False
1703,,False
1704,,False
1705,,False
1706,,False
1707,,False
1708,,False
1709,,False
1710,,False
1711,,False
1712,,False
1713,,False
1714,,False
1715,,False
1716,,False
1717,,False
1718,,False
1719,,False
1720,,False
1721,,False
1722,,False
1723,,False
1724,,False
1725,,False
1726,,False
1727,,False
1728,,False
1729,,False
1730,,False
1731,,False
1732,,True
1733,,False
1734,,False
1735,,False
1736,,False
1737,,False
1738,,False
1739,,False
1740,,False
1741,,False
1742,,False
1743,,False
1744,,False
1745,,False
1746,,False
1747,,False
1748,,False
1749,,False
1750,,False
1751,,False
1752,,False
1753,,False
1754,,False
1755,,False
1756,,False
1757,,False
1758,,False
1759,,False
1760,,False
1761,,False
1762,,False
1763,,False
1764,,False
1765,,False
1766,,False
1767,,False
1768,,False
1769,,False
1770,,False
1771,,False
1772,,False
1773,,False
1774,,False
1775,,False
1776,,False
1777,,False
1778,,False
1779,,False
1780,,False
1781,,False
1782,,False
1783,,False
1784,,False
1785,,False
1786,,False
1787,,False
1788,,False
1789,,False
1790,,False
1791,,False
1792,,False
1793,,False
1794,,False
1795,,False
1796,,False
1797,,False
1798,,False
1799,,False
1800,,False
1801,,False
1802,,False
1803,,False
1804,,False
1805,,False
1806,,False
1807,,False
1808,,False
1809,,False
1810,,False
1811,,False
1812,,False
1813,,False
1814,,False
1815,,False
1816,,False
1817,,False
1818,,False
1819,,False
1820,,False
1821,,False
1822,,False
1823,,False
1824,,False
1825,,False
1826,,False
1827,,False
1828,,False
1829,,False
1830,,False
1831,,False
1832,,False
1833,,False
1834,,False
1835,,False
1836,,False
1837,,False
1838,,False
1839,,False
1840,,True
1841,,False
1842,,False
1843,,False
1844,,False
1845,,False
1846,,False
1847,,False
1848,,False
1849,,False
1850,,False
1851,,False
1852,,True
1853,,False
1854,,False
1855,,False
1856,,True
1857,,False
1858,,False
1859,,False
1860,,False
1861,,False
1862,,False
1863,,False
1864,,False
1865,,False
1866,,False
1867,,False
1868,,False
1869,,False
1870,,False
1871,,False
1872,,False
1873,,False
1874,,False
1875,,False
1876,,False
1877,,False
1878,,False
1879,,False
1880,,False
1881,,False
1882,,False
1883,,False
1884,,False
1885,,False
1886,,False
1887,,False
1888,,False
1889,,False
1890,,False
1891,,False
1892,,False
1893,,False
1894,,False
1895,,False
1896,,False
1897,,False
1898,,False
1899,,False
